ptprf,ctnna1,znf207,psmd4,dctn2,acta2,atp6v1f,gnpat,vwf,plod3,polr2g,gmfb,nol7,fam20b,ap3b1,hsph1,tfrc,parp1,dap3,thy1,kpnb1,lsm2,hgs,creb3l2,cap2,sae1,c8orf33,parp12,ptcd1,lage3,slc41a3,chst4,plvap
6.494,6.517,7.03,8.425,7.844,8.467,7.679,8.101,4.95,6.98,6.777,3.875,7.87,5.702,4.382,7.046,7.728,6.097,7.259,4.346,8.309,5.258,6.816,6.892,3.58,6.032,5.273,5.867,4.814,5.27,5.216,5.301,4.512
6.67,6.82,7.797,8.728,8.181,10.024,8.009,9.097,6.644,7.789,7.311,5.289,8.469,6.608,4.0,7.769,8.486,6.882,8.322,5.237,8.254,5.764,7.208,7.877,6.318,7.28,5.701,6.546,4.95,5.856,5.34,5.496,6.569
7.347,7.688,8.683,8.459,7.901,7.726,7.695,9.384,5.531,7.548,8.363,4.357,8.267,7.316,4.35,9.566,9.841,8.132,8.946,4.127,8.597,4.876,7.09,8.589,7.091,7.809,5.698,7.222,5.22,6.619,5.223,4.062,5.808
6.44,7.776,8.439,9.785,7.917,9.041,8.86,9.594,4.6,8.143,7.526,6.77,9.504,7.435,4.258,8.088,9.736,7.829,9.119,5.355,8.802,5.852,7.58,7.934,6.655,6.853,5.206,7.77,5.463,5.733,5.676,3.98,7.085
6.809,6.07,6.398,8.343,7.784,7.797,7.425,8.183,4.155,7.076,6.468,3.709,7.988,5.283,4.196,6.551,7.407,5.726,7.343,4.158,8.251,4.753,6.6,7.024,4.338,5.469,5.159,5.534,5.604,5.892,4.978,5.075,4.577
6.578,6.452,7.068,8.491,7.975,8.844,7.741,8.534,5.6,7.162,6.498,3.541,7.659,5.03,4.546,6.763,8.129,5.56,7.435,4.545,8.258,4.895,7.156,7.112,3.613,5.695,4.213,6.107,5.285,5.663,5.022,6.017,4.481
6.691,6.788,7.271,8.288,7.987,9.091,8.272,8.542,6.104,7.413,6.813,4.575,8.083,5.32,4.257,8.433,8.565,6.369,7.397,4.001,8.625,4.645,7.35,7.726,4.459,6.147,4.896,8.015,5.504,5.619,5.039,6.098,5.134
5.848,7.142,7.799,8.578,8.546,9.158,8.453,8.236,7.502,8.735,7.045,5.055,8.331,5.699,4.221,9.463,9.552,7.011,7.793,4.474,9.124,6.106,8.465,7.738,5.726,8.167,5.375,6.509,5.896,7.46,5.485,3.765,7.189
5.076,5.827,5.898,9.613,8.034,8.215,7.014,9.495,4.547,6.464,6.776,6.279,9.825,4.638,4.067,7.844,5.666,6.339,9.038,3.487,4.932,5.993,3.638,6.427,4.35,9.206,4.579,7.2,5.852,4.816,5.065,3.312,4.55
6.455,6.767,7.261,8.932,8.879,11.033,8.419,8.757,6.111,7.33,7.323,3.883,8.302,4.771,4.103,7.151,8.91,6.573,7.838,5.588,9.018,6.136,7.575,7.899,5.328,7.511,5.587,7.607,5.068,5.385,4.799,5.105,5.817
6.732,7.075,7.452,8.218,7.838,8.653,7.832,8.678,5.255,7.667,6.87,4.502,8.385,5.537,4.113,7.941,7.679,6.017,7.544,3.967,8.227,4.87,6.546,6.83,4.428,6.216,5.028,6.334,5.336,5.951,5.534,6.183,4.72
7.182,6.315,7.725,8.387,9.341,10.041,8.612,9.103,5.755,7.047,8.094,6.06,9.132,4.497,4.982,8.668,8.565,6.334,8.059,5.047,8.897,3.955,6.743,7.747,5.697,8.075,6.422,8.212,4.9,6.572,5.577,4.068,5.415
6.518,7.109,8.004,9.546,7.942,10.021,8.287,9.668,6.398,7.005,7.527,6.695,9.28,6.539,5.183,8.777,8.835,6.631,8.726,4.81,7.899,6.481,8.08,7.851,8.157,7.58,6.231,5.728,5.673,6.108,5.603,3.898,7.614
6.351,7.039,6.132,9.266,8.377,9.496,7.856,8.978,8.194,7.98,7.183,3.745,8.051,5.345,4.357,8.127,8.119,6.005,7.68,4.132,8.237,5.292,7.033,7.637,5.499,6.958,5.772,7.658,5.969,5.214,4.575,3.978,5.643
6.782,7.395,7.976,9.271,8.364,8.786,8.456,9.125,6.562,9.109,7.148,5.384,8.254,6.35,4.076,7.096,10.334,6.838,8.689,5.121,7.592,5.338,7.181,8.368,5.496,7.795,6.135,7.207,5.827,5.872,6.007,4.122,7.72
7.634,6.683,7.433,9.698,8.58,9.334,8.221,9.283,5.706,7.695,7.62,7.024,9.102,5.75,3.88,7.867,8.206,7.521,8.644,4.772,8.235,5.611,7.741,8.009,6.888,8.453,7.221,7.847,5.757,8.27,5.747,4.062,6.282
6.879,7.608,8.157,10.347,8.44,10.408,8.273,9.807,5.773,8.274,7.321,5.785,8.909,7.374,4.079,7.981,8.29,7.385,9.306,5.439,8.809,5.891,8.009,7.923,6.794,7.734,5.752,7.139,5.913,6.223,5.327,3.522,6.397
8.042,7.209,7.582,8.492,8.296,9.457,8.591,8.429,5.376,7.855,7.876,4.998,9.498,6.069,5.677,7.438,9.903,6.34,7.83,5.884,9.66,5.091,7.621,9.719,5.057,7.801,6.235,7.966,5.754,6.627,5.083,4.021,5.525
7.218,5.868,6.46,8.4,7.593,8.325,7.103,8.152,3.946,7.65,6.695,4.078,8.444,5.616,4.836,6.438,7.333,5.423,7.17,3.722,8.903,4.432,6.607,7.075,4.675,5.61,4.813,6.921,5.298,5.533,5.005,5.225,4.333
7.144,6.662,7.499,8.135,7.443,6.818,7.497,7.886,4.112,6.813,6.506,4.551,8.052,5.54,4.148,7.538,8.714,5.823,7.285,3.868,7.777,4.925,6.252,7.135,3.744,5.775,4.555,5.275,5.276,5.35,4.897,4.767,4.31
7.87,6.414,6.838,8.389,7.706,7.916,7.249,8.352,3.809,7.525,6.725,4.203,8.42,5.286,4.695,6.821,7.479,5.788,7.659,3.892,9.066,4.93,6.566,6.635,4.335,5.931,5.04,6.256,5.444,6.062,5.065,4.603,3.599
7.523,7.066,7.894,9.097,8.308,6.591,8.72,8.981,5.27,8.433,8.33,5.538,9.26,5.591,4.343,8.664,9.474,7.113,7.849,4.077,8.866,5.271,8.793,8.201,7.37,7.661,6.535,6.369,6.255,7.291,5.991,4.003,4.966
7.093,6.555,7.137,8.287,7.702,8.662,7.516,8.148,4.856,7.413,6.829,4.952,8.542,5.922,4.489,7.44,7.51,6.027,7.527,4.105,8.699,4.842,6.58,7.598,4.08,6.154,5.343,6.219,5.215,5.488,4.874,5.13,3.872
6.344,5.855,6.895,8.208,8.39,9.217,7.478,8.454,6.47,7.471,6.093,3.245,7.36,4.636,4.468,6.357,7.466,6.617,7.361,4.095,7.609,5.271,6.433,5.372,4.108,4.891,4.798,6.04,5.32,5.406,5.787,5.33,5.213
7.563,7.561,7.693,9.566,8.638,8.963,8.397,8.68,5.998,8.172,7.218,6.68,8.543,5.869,4.605,8.949,7.476,7.202,8.334,4.94,8.181,4.682,7.223,7.131,5.876,6.832,7.415,7.977,5.854,6.964,5.417,3.895,7.334
7.513,6.276,6.469,8.342,7.96,10.043,7.445,8.095,5.152,7.327,6.425,4.229,8.443,5.343,5.39,6.848,7.489,6.095,7.674,5.031,9.103,4.895,6.941,7.31,4.02,6.211,5.096,7.512,5.545,5.832,4.93,5.083,4.708
6.767,7.654,8.068,9.025,8.225,9.337,8.34,8.773,4.951,8.543,6.978,6.248,9.003,6.729,4.449,8.266,9.504,7.287,8.192,5.086,8.831,6.041,7.842,8.937,5.731,7.736,6.419,6.545,6.253,6.491,5.325,3.899,6.711
6.239,7.617,8.949,9.717,8.095,8.498,8.081,10.598,3.984,8.486,7.666,7.153,9.99,6.801,4.612,9.934,8.431,8.229,9.189,4.511,9.378,6.767,8.255,7.99,5.053,8.416,5.809,3.845,5.968,5.02,5.617,3.871,5.677
7.225,7.811,8.191,9.518,8.267,9.621,8.026,9.809,5.681,8.538,7.131,6.042,9.057,6.499,4.356,8.632,9.07,7.221,8.384,5.29,9.003,6.207,7.539,7.541,7.326,7.535,6.705,7.019,5.222,6.853,5.795,3.636,6.581
7.706,7.588,8.699,9.199,9.113,8.927,8.712,9.482,4.409,8.214,8.073,5.944,10.061,6.863,4.393,8.264,9.002,7.199,8.509,4.823,9.86,7.197,8.46,7.675,6.803,7.445,6.171,7.189,5.446,7.761,5.129,4.125,6.345
6.248,6.664,7.258,8.166,7.685,7.893,7.53,8.113,4.056,7.312,6.621,4.184,7.945,5.229,4.262,7.551,8.814,5.825,7.838,3.889,8.153,5.382,7.023,6.551,4.706,6.236,4.995,5.319,5.409,6.024,5.601,4.482,4.167
6.571,7.078,7.348,8.334,8.002,9.3,7.712,8.168,4.719,7.014,6.237,4.944,7.866,4.951,3.935,7.233,8.157,5.986,7.447,3.887,8.37,4.803,7.809,7.155,4.539,6.295,5.262,6.603,5.425,5.102,5.02,6.493,4.347
6.4,6.014,6.45,8.012,8.092,10.044,7.593,8.262,5.278,7.446,6.791,4.149,7.239,4.668,4.132,7.374,7.564,6.251,7.231,4.331,7.733,4.792,7.336,7.358,4.962,6.004,4.292,6.892,5.316,5.192,5.127,6.723,4.715
5.921,6.163,6.699,8.695,8.111,9.02,7.704,7.74,5.176,6.906,6.494,3.514,8.254,4.368,4.047,7.222,8.369,5.697,7.708,4.163,7.03,4.648,6.197,6.353,4.444,5.607,5.076,5.952,5.739,5.641,5.951,5.661,4.429
6.343,6.996,8.685,9.422,8.095,9.145,8.713,10.159,6.436,8.039,7.411,7.112,9.526,7.81,4.55,8.298,8.633,7.807,8.192,4.249,9.429,4.959,7.742,8.275,5.418,6.477,4.672,4.368,5.096,4.488,5.617,3.799,5.143
6.814,7.189,8.482,10.011,8.762,9.536,8.949,8.664,5.046,8.439,7.841,6.372,9.386,6.028,3.879,9.016,10.698,6.939,8.284,4.634,9.204,6.345,8.816,8.282,7.618,7.781,8.278,7.764,6.046,7.039,6.318,3.916,5.68
7.054,7.331,7.593,9.681,8.294,8.029,8.267,9.455,5.371,7.719,7.074,5.846,9.211,6.904,4.314,6.167,7.958,7.265,8.543,4.503,8.51,4.653,7.625,8.394,7.72,7.626,5.724,7.017,6.366,6.586,5.546,4.281,6.859
6.316,7.428,7.977,8.973,8.203,9.503,8.302,9.615,6.592,7.015,7.228,6.435,9.574,5.459,4.671,7.76,9.347,6.589,8.144,4.692,8.421,5.771,6.92,6.803,8.01,7.525,5.995,7.134,5.743,6.692,5.566,3.559,7.165
7.331,5.778,5.808,8.045,7.833,7.655,7.148,8.366,4.376,6.959,6.458,4.198,7.91,5.761,4.806,6.632,7.744,5.558,7.215,3.867,9.114,5.21,6.439,6.469,3.896,5.354,4.855,5.896,5.155,5.556,5.152,4.759,3.683
6.916,7.222,7.711,8.114,7.751,9.193,7.749,8.629,6.503,7.4,7.031,5.164,8.157,5.761,4.268,7.285,8.368,6.229,7.79,4.384,8.533,4.582,6.421,7.148,4.038,6.661,5.204,6.357,5.36,5.195,5.277,6.754,4.926
6.23,6.602,7.041,7.061,7.738,8.119,6.953,8.438,4.4,7.269,7.258,4.427,7.251,4.818,4.062,7.359,8.1,5.929,7.563,3.551,7.514,4.82,6.619,7.047,4.571,5.876,4.809,5.966,5.217,5.88,5.193,4.985,4.338
6.558,6.914,7.272,8.483,7.86,8.819,7.561,8.454,4.241,7.446,6.34,4.506,7.845,5.338,4.214,8.013,8.297,6.083,7.554,4.408,8.059,5.101,6.38,6.852,4.705,6.348,4.959,6.073,5.645,5.257,4.999,5.615,4.317
6.291,6.469,6.588,7.662,7.684,9.219,7.16,8.267,4.832,6.886,7.007,4.064,7.178,5.209,4.088,7.693,7.54,6.016,7.453,3.872,7.47,4.459,6.601,7.704,3.895,5.408,4.791,5.969,5.266,5.665,5.032,5.565,4.349
6.651,7.443,7.852,8.103,8.274,10.869,7.851,8.571,6.919,7.394,7.374,4.896,8.343,5.744,3.959,7.703,8.468,6.086,7.744,5.589,8.26,5.358,7.009,7.493,5.185,7.055,5.123,6.254,5.26,5.825,5.282,6.23,6.265
6.527,7.8,8.438,9.775,8.534,9.898,8.522,9.718,5.602,8.267,7.73,6.334,10.043,6.656,4.501,9.112,9.479,7.644,9.11,5.02,8.833,6.974,7.823,8.149,7.435,8.044,6.604,7.301,5.692,5.65,5.469,3.767,6.63
7.172,7.0,7.105,8.465,8.082,9.591,8.219,8.45,5.047,7.982,6.878,3.624,7.671,5.086,4.261,7.375,7.341,6.495,7.749,4.736,7.819,4.899,6.865,6.946,4.386,5.987,4.688,6.795,5.551,5.908,4.69,4.616,5.301
6.133,7.292,7.495,9.845,8.629,10.589,8.603,9.567,6.165,7.498,7.878,5.098,8.375,6.77,4.356,7.335,8.215,6.878,8.797,6.907,8.788,5.646,7.345,7.502,7.502,7.367,7.195,7.085,5.768,5.351,5.525,4.56,6.775
5.879,8.004,8.295,9.394,8.278,9.195,8.546,11.49,5.764,8.78,7.242,5.658,8.862,5.218,4.255,9.458,8.585,7.358,8.812,4.238,9.04,4.899,8.298,7.869,6.918,7.596,6.211,6.369,6.091,6.533,6.193,4.005,6.727
7.448,7.427,7.486,8.878,8.42,9.123,8.361,9.242,5.421,7.578,7.021,4.249,9.264,5.406,4.186,8.176,8.677,6.77,8.885,4.938,8.975,4.901,7.37,8.036,6.081,7.061,6.398,7.138,6.368,6.678,5.883,3.892,8.1
6.902,6.673,7.334,8.271,7.265,7.797,7.819,8.334,4.871,7.167,7.007,4.232,8.278,5.489,4.144,6.875,7.263,5.572,7.64,3.855,8.247,4.982,6.96,6.62,4.411,5.922,5.397,5.906,5.45,5.469,4.873,5.54,4.687
7.511,6.761,7.2,9.371,8.146,9.929,8.643,9.19,6.389,8.5,7.806,6.309,7.985,6.472,4.288,7.211,9.164,7.058,8.934,5.537,9.361,6.128,7.356,8.698,5.828,7.688,5.984,7.951,5.938,6.891,5.336,4.445,6.517
6.942,6.625,7.378,8.158,7.738,8.728,7.566,8.457,5.059,7.602,6.956,4.856,8.133,5.646,4.031,7.357,8.042,5.857,7.471,4.001,8.128,4.617,6.58,7.215,4.389,6.137,4.998,5.691,5.295,5.791,5.04,6.428,4.329
8.143,6.401,6.973,10.159,8.256,7.802,8.425,9.845,5.649,8.104,7.4,5.396,8.877,7.256,5.382,7.264,9.207,8.249,9.2,4.144,10.046,5.674,7.878,8.133,6.099,7.408,5.398,6.311,5.903,7.024,5.067,4.095,4.664
6.372,6.423,6.959,8.077,7.72,8.546,7.712,8.558,5.061,7.993,6.722,3.851,7.832,5.283,3.832,7.643,8.241,5.803,7.493,3.944,7.845,4.878,7.243,7.299,4.132,5.596,5.054,5.684,5.324,5.342,4.875,4.793,4.517
6.597,7.575,7.597,9.565,8.038,9.256,8.261,9.578,4.874,7.924,7.898,6.788,8.88,6.092,4.223,8.383,7.944,7.085,9.055,5.157,8.257,5.367,7.11,7.357,6.765,6.796,7.41,6.444,5.455,6.215,5.871,3.681,6.804
6.315,5.675,6.378,8.034,7.859,6.721,8.139,8.445,5.027,6.747,6.441,4.256,6.545,5.585,3.806,6.3,6.151,5.281,6.96,3.849,9.101,3.851,6.935,7.301,3.487,5.392,2.958,7.149,4.891,5.312,5.583,5.947,3.766
7.353,6.116,6.886,9.081,7.885,10.367,7.323,9.296,7.371,8.065,6.899,4.213,9.438,5.857,4.755,8.075,8.727,7.452,8.334,5.865,9.901,5.483,7.631,7.64,4.626,6.666,4.882,6.857,6.441,5.784,5.148,3.736,7.688
7.335,6.087,6.367,8.269,8.222,8.476,8.197,8.658,5.041,8.656,7.11,4.331,7.536,5.143,4.048,7.027,7.715,6.216,7.552,4.26,8.398,4.458,6.896,7.202,6.152,6.057,5.151,7.649,5.325,5.955,5.089,4.277,5.375
6.62,6.793,7.38,8.067,7.696,8.864,7.862,7.992,5.224,7.67,6.626,5.071,8.313,5.689,4.292,7.393,7.832,6.046,7.262,4.098,8.48,4.856,6.755,7.835,5.875,6.024,4.92,6.842,5.289,5.554,5.234,4.556,5.02
6.671,6.413,6.773,8.114,7.627,9.073,7.911,8.188,4.762,7.192,6.431,3.789,7.75,4.902,3.935,7.374,8.822,5.852,7.288,3.711,8.114,4.742,7.058,6.385,4.398,6.193,4.796,6.569,5.401,5.754,5.051,5.898,4.457
7.074,6.933,7.346,9.674,8.326,8.942,8.692,9.216,5.994,8.428,7.337,5.062,8.043,5.391,4.655,7.839,6.974,6.581,8.745,4.424,8.78,4.843,7.293,8.205,5.946,6.572,6.004,7.972,6.789,6.006,5.621,4.687,6.285
6.625,6.222,6.668,8.2,7.597,7.796,7.245,8.134,4.855,7.244,6.507,3.956,7.571,5.044,4.514,7.214,8.127,5.761,7.505,3.867,8.327,4.623,6.804,7.362,4.386,5.848,4.017,5.469,5.881,5.618,4.887,5.748,4.246
6.624,6.406,6.817,8.184,7.805,8.469,7.69,8.212,4.31,6.833,6.507,4.197,8.133,5.219,4.142,7.192,7.254,5.839,7.647,4.068,8.031,4.628,6.638,7.008,4.093,5.635,5.078,5.448,5.345,5.438,4.873,5.293,4.176
6.827,6.696,6.713,8.634,7.877,8.929,7.654,8.535,5.165,7.871,6.626,4.156,7.997,5.514,4.28,6.812,7.754,5.931,7.503,4.144,8.755,5.092,6.539,6.535,3.808,5.983,5.022,6.818,5.389,5.366,4.981,5.724,4.644
6.825,6.718,6.972,8.639,8.013,8.244,7.59,8.438,5.11,6.808,7.027,4.0,8.436,5.057,4.25,6.948,8.065,5.736,8.058,4.243,8.299,5.075,6.785,7.127,4.313,6.44,4.884,6.148,5.4,5.936,4.713,5.073,4.235
6.261,6.954,7.513,8.335,8.037,8.65,7.955,8.063,5.122,7.186,6.858,3.772,7.992,5.643,4.166,7.489,8.139,5.838,7.392,3.89,8.03,5.478,6.946,6.799,4.04,5.837,5.048,5.805,5.5,5.194,5.041,5.188,4.465
6.735,7.766,6.13,8.992,9.266,8.967,8.711,8.907,4.23,6.887,6.372,3.576,8.325,5.185,4.135,7.536,6.673,6.449,8.394,3.953,8.443,6.659,5.912,8.138,4.226,6.313,5.595,5.532,4.528,3.906,5.306,3.906,4.59
7.55,6.446,7.32,9.222,8.582,8.499,7.928,9.091,5.568,9.254,6.723,5.679,8.082,5.067,4.319,8.441,8.797,7.117,8.839,3.934,8.658,4.722,8.596,7.818,5.369,7.777,6.07,8.419,6.858,6.2,4.756,4.309,5.532
7.097,6.977,7.702,8.392,8.232,8.07,8.397,9.07,7.046,7.489,7.099,5.02,8.188,5.443,4.425,7.625,9.488,6.989,7.992,4.377,8.661,6.082,6.83,7.299,4.935,7.355,5.792,7.12,5.945,6.484,5.221,4.264,7.801
7.409,8.162,8.24,9.989,9.499,9.426,7.894,8.903,5.772,7.917,7.628,6.935,9.136,6.158,4.671,8.679,10.796,6.847,9.327,4.849,8.626,6.128,7.984,7.232,7.795,8.039,6.495,7.613,5.505,7.327,5.923,3.69,6.517
7.329,5.98,6.396,8.387,7.579,8.771,7.405,7.656,5.153,7.037,6.54,3.635,8.466,5.352,4.64,6.188,7.077,5.613,7.253,3.965,8.897,4.732,6.979,7.409,4.063,5.668,5.161,5.951,5.563,5.128,4.69,5.459,4.44
6.756,7.678,8.311,8.998,7.84,8.391,8.714,9.906,5.501,8.344,7.533,6.15,8.963,6.891,3.993,8.61,10.155,7.813,9.344,4.062,8.457,5.363,7.495,8.827,6.779,7.877,6.956,8.615,5.929,5.362,5.758,3.597,5.213
6.937,7.879,7.878,9.04,8.38,8.986,8.299,8.959,6.383,8.239,7.101,6.564,8.977,6.665,5.011,7.727,8.516,6.099,8.434,4.881,8.143,5.649,6.952,7.575,7.693,7.398,5.913,6.889,5.544,6.282,5.491,4.0,6.636
7.398,7.834,8.205,9.352,8.122,8.659,8.579,9.371,5.694,8.44,7.853,6.274,9.397,6.033,4.676,7.987,9.973,6.982,8.974,5.749,8.816,5.645,8.124,7.668,8.264,8.545,6.987,7.822,6.142,6.606,6.179,3.86,5.918
7.228,7.738,8.491,9.826,8.958,7.918,8.624,8.807,5.667,7.412,8.031,6.947,9.135,6.543,3.831,7.142,10.868,7.051,9.138,4.168,9.223,5.936,8.268,8.209,5.81,8.105,3.264,7.473,5.674,6.059,5.674,4.311,5.687
6.197,7.123,7.562,8.283,7.781,9.468,7.714,7.989,6.146,6.939,6.81,5.057,8.475,5.371,4.112,7.891,8.321,6.355,7.627,4.494,8.245,5.442,6.878,7.409,4.435,6.607,5.185,6.46,5.307,5.301,5.033,5.172,4.621
6.097,7.614,7.618,7.872,8.793,12.242,8.114,8.184,8.476,6.981,7.101,5.136,7.998,5.603,4.214,7.946,9.016,5.583,7.39,8.299,8.837,5.633,7.879,8.14,5.213,7.517,5.055,6.847,4.801,5.006,5.465,7.723,7.247
6.541,7.5,8.024,9.95,8.211,8.349,8.721,9.245,4.335,7.989,6.558,6.72,9.519,7.112,4.752,8.874,10.306,7.923,9.423,4.806,8.882,5.635,7.374,8.112,7.809,6.892,6.279,6.209,6.493,7.167,6.275,4.03,5.849
6.359,6.965,7.806,8.223,7.984,8.38,7.563,8.303,4.348,7.302,7.159,4.213,8.304,5.586,4.183,7.706,7.544,6.041,7.978,3.935,8.126,4.913,6.655,6.65,4.534,5.857,5.103,5.798,5.576,5.815,5.41,6.053,4.298
6.345,7.541,8.088,9.334,8.057,8.249,8.316,9.199,6.857,7.77,7.874,6.447,8.793,5.611,4.468,9.868,8.176,7.479,9.22,4.474,8.023,5.532,7.326,7.491,6.433,7.052,6.447,6.573,5.907,7.77,5.557,3.936,6.582
7.129,6.375,6.522,8.829,8.042,8.425,8.372,8.951,5.275,7.364,5.805,3.115,7.752,4.017,4.856,6.865,8.12,6.793,6.816,3.893,8.767,4.797,7.277,7.5,4.912,5.841,4.862,6.893,5.615,4.271,4.78,4.952,4.486
6.702,6.709,7.144,8.465,8.169,8.11,7.531,8.527,5.406,7.552,6.925,4.457,7.674,5.031,3.962,8.056,7.679,5.9,7.807,4.047,8.025,5.146,6.898,7.033,4.099,6.435,4.724,5.779,5.601,5.741,5.537,6.406,4.855
7.185,6.418,6.186,8.408,8.038,9.278,8.138,7.99,6.199,7.13,6.662,4.145,7.877,4.746,4.312,6.863,8.032,6.025,6.705,4.007,8.456,4.335,7.176,7.303,3.846,5.97,4.458,6.405,4.829,4.948,4.578,5.929,5.32
6.538,6.737,7.02,8.182,7.915,9.868,7.51,8.546,5.369,7.507,6.976,4.344,7.555,4.868,4.017,7.665,8.33,5.758,7.527,3.837,7.997,4.603,6.89,7.636,4.158,6.093,5.312,7.052,5.521,5.606,5.131,4.733,4.389
7.4,6.408,6.567,8.217,7.894,8.092,7.53,8.278,4.83,7.583,6.682,3.624,8.286,5.295,4.284,7.73,7.121,6.161,7.267,4.379,7.904,4.605,7.117,6.917,4.494,5.642,5.29,5.311,5.259,5.353,5.48,5.069,4.685
5.489,7.635,7.006,8.681,8.964,12.733,7.611,8.239,6.558,7.245,7.535,4.214,9.141,5.999,5.951,8.326,7.261,6.166,7.528,9.89,9.474,5.418,7.236,9.104,6.41,7.133,6.415,7.353,4.912,6.168,5.254,3.763,3.576
6.515,7.221,7.904,8.91,8.458,6.405,8.957,9.017,4.618,9.048,8.984,6.656,9.321,5.744,4.248,8.767,9.317,7.525,9.053,3.603,8.532,5.596,7.85,8.01,6.119,6.25,7.065,7.0,5.532,8.27,5.722,4.013,4.501
7.346,6.871,8.142,9.885,9.396,7.631,8.943,8.809,4.534,8.331,8.48,5.927,9.723,6.018,5.044,8.66,10.893,7.807,9.406,4.189,9.957,6.47,8.073,7.553,5.185,7.899,7.58,8.114,6.229,8.15,5.449,3.539,4.205
6.729,6.211,6.73,8.267,7.934,7.469,7.607,8.434,5.22,7.408,6.7,4.064,7.496,5.583,4.608,7.469,7.678,5.722,7.311,3.771,7.918,4.801,6.521,6.588,4.399,5.693,4.993,5.822,5.302,5.137,5.324,4.88,4.303
6.665,6.821,7.241,8.174,7.875,8.702,7.773,8.305,5.269,7.468,6.68,4.312,7.99,5.69,4.054,7.958,7.369,5.874,7.55,4.045,8.394,4.846,6.855,7.051,4.187,6.211,5.029,5.964,5.64,5.746,5.14,6.172,4.846
6.651,6.0,6.739,8.429,7.979,8.472,7.827,8.22,5.053,7.367,6.533,4.212,7.813,6.048,4.175,7.057,6.918,5.781,7.561,4.056,8.298,5.095,6.5,6.925,4.181,5.709,4.909,5.925,5.175,5.373,5.208,5.89,4.076
6.465,7.035,7.778,9.917,8.304,7.805,7.943,10.16,5.185,7.341,7.633,5.205,8.881,5.986,4.094,8.55,7.989,7.666,9.296,3.769,8.169,5.532,7.712,7.524,6.304,7.766,6.239,7.083,6.244,6.375,6.092,3.648,5.662
6.606,7.418,8.002,9.376,7.842,9.585,8.004,9.823,4.646,8.696,8.184,6.527,9.003,7.123,4.078,6.808,8.455,5.636,8.625,5.055,7.948,4.247,7.825,7.018,7.979,8.126,3.964,6.437,5.26,7.824,6.341,4.254,5.682
6.333,6.309,6.501,7.996,7.841,8.77,7.235,7.963,4.89,7.937,6.38,3.404,7.556,4.867,4.315,6.756,7.672,5.797,7.375,3.791,7.331,5.597,6.63,6.353,4.096,5.572,4.86,5.889,5.148,5.414,5.428,4.679,5.105
7.0,7.482,8.06,10.283,8.402,8.19,8.069,9.436,7.713,6.911,7.15,5.928,8.8,6.673,4.785,9.754,8.425,6.721,8.594,4.289,8.653,5.948,7.233,7.05,8.602,7.96,6.259,6.616,5.639,7.542,5.563,3.477,7.171
7.723,6.804,8.068,9.847,8.845,8.715,9.301,9.514,6.006,7.694,7.724,6.053,8.701,5.534,4.169,9.354,8.653,6.657,8.522,4.655,9.104,5.389,9.107,8.419,6.283,8.862,6.056,7.797,6.363,6.815,6.146,4.004,6.232
6.182,6.71,7.436,8.655,8.691,10.271,8.869,8.73,8.006,7.278,7.848,5.729,9.213,5.563,5.669,7.999,8.994,6.68,7.869,6.908,10.072,5.97,7.54,8.14,4.833,7.41,5.32,8.697,5.152,5.881,4.967,4.062,6.717
7.248,7.253,8.178,8.729,8.713,8.601,8.444,8.894,5.47,7.278,7.116,6.488,8.652,5.352,4.19,9.113,10.391,7.295,7.925,4.279,9.129,5.265,8.389,8.017,5.162,8.026,6.032,7.1,5.357,5.654,5.528,3.768,5.335
7.349,7.001,8.1,9.166,7.646,9.521,7.998,8.852,4.812,7.589,7.542,5.055,9.683,7.102,4.845,6.891,10.935,7.394,8.102,5.162,8.926,7.786,6.724,7.76,6.989,8.171,6.246,6.506,6.16,5.948,6.396,3.773,6.749
6.894,6.787,8.459,10.031,8.52,8.593,8.668,9.127,5.006,7.752,7.355,5.707,9.724,5.635,3.798,9.328,9.031,7.145,8.664,4.553,8.765,5.05,6.902,7.553,5.031,7.555,7.867,8.311,5.951,7.931,5.528,3.877,5.855
6.063,6.155,5.75,10.2,7.307,6.069,7.259,9.028,4.605,6.753,5.998,3.83,9.02,4.991,4.876,7.857,6.767,6.984,8.439,4.349,8.588,5.438,6.704,7.865,5.764,7.907,4.923,7.012,5.041,4.142,4.547,3.146,4.749
6.32,7.353,8.958,9.274,8.123,8.483,8.072,8.58,5.809,7.641,7.166,5.346,9.683,5.965,4.642,8.452,9.161,7.259,8.506,4.732,9.745,6.605,8.25,7.519,7.729,7.7,5.373,6.043,6.502,6.678,5.596,4.109,5.89
6.486,6.842,8.036,9.584,8.356,8.085,8.58,8.835,4.883,7.546,7.664,5.304,9.695,6.598,4.312,7.957,9.336,7.089,8.547,4.611,8.733,6.318,7.147,8.007,6.789,8.262,6.018,6.373,5.747,6.51,6.047,4.006,6.707
6.415,6.541,7.204,8.352,7.925,9.361,7.814,8.238,5.081,7.467,6.661,4.219,8.12,5.626,4.17,7.418,7.284,6.073,7.442,3.724,8.09,5.054,6.916,7.497,4.262,5.977,4.893,6.078,5.67,5.792,5.19,5.582,4.915
